DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P1692;P1692S1;P1692S2;P1692S3;P1692S4;P1692S5;P1692S6;P1692S7;P1692S8;P1692S9;P1692S10;P1692S11;P1692S12;P1692S13;P1692S14;P1692S15;P1693;P1694;P1694S1;P1694S2;P1694S36;P1694S3;P1694S4;P1694S5;P1694S6;P1694S7;P1694S37;P1694S9;P1694S10;P1694S11;P1694S12;P1694S13;P1694S14;P1694S38;P1694S39;P1694S40;P1694S41;P1694S42;P1694S15;P1694S16;P1694S17;P1694S43;P1694S18;P1694S19;P1694S20;P1694S21;P1694S22;P1694S23;P1694S24;P1694S25;P1694S26;P1694S28;P1694S29;P1694S30;P1694S31;P1694S32;P1694S33;P1694S34;P1694S35;P1695;P1696
682474;237;1006;1;1;593.38652521;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
682499;237;1401;1;1;352.53181705;1;;;;;;;;;;;;;;;1401;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
682499;237;608;1;1;352.53181705;1;;;;;;;0608;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
682499;237;1006;1;1;352.53181705;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
682504;237;1403;1;1;334.33026075;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2
682623;237;702;2;1;69.537238272;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
682623;237;606;2;1;69.537238272;1;;;;;;;0606;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
683855;237;1401;1;1;103.24921172;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
683855;237;1408;4;1;103.24921172;1;;;;;;;;;;;;;;;1408;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
683855;237;1505;1;1;103.24921172;1;;;;;;;;;;;;;;;;1505;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
684022;237;1401;1;1;1076.725832;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684022;237;703;1;1;1076.725832;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684080;237;1006;2;1;1915.5218887;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684134;237;504;1;1;108.80268378;1;;;;;;0504;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684134;237;1105;1;1;108.80268378;1;;;;;;;;;;;;1105;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684138;237;606;1;1;69.470269799;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684138;237;1401;1;1;69.470269799;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684138;237;302;1;1;69.470269799;1;;;;0302;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684138;237;504;1;1;69.470269799;1;;;;;;0504;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684144;237;1401;1;1;58.91596143;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684144;237;702;1;1;58.91596143;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684183;237;1007;1;1;4044.6275538;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684183;237;702;1;1;4044.6275538;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684266;237;302;1;1;132.82113784;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
684266;237;1401;1;1;132.82113784;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684266;237;501;1;1;132.82113784;1;;;;;;0501;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684266;237;204;1;1;132.82113784;1;;;0204;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
684266;237;102;1;1;132.82113784;1;;0102;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684435;237;1007;1;1;43.086011483;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684471;237;1006;1;1;66.325742664;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684477;237;1401;1;1;43.477100211;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
684544;237;302;1;1;44.978130462;1;;;;0302;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684700;237;1401;3;1;83.178747626;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
684700;237;1505;3;1;83.178747626;1;;;;;;;;;;;;;;;;1505;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
684700;237;1110;3;1;83.178747626;1;;;;;;;;;;;;1110;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
684717;237;202;1;1;41.021883602;1;;;0202;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684717;237;103;1;1;41.021883602;1;;0103;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
684798;237;1401;1;1;72.362483789;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
684922;237;1408;1;1;163.087566;1;;;;;;;;;;;;;;;1408;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
684922;237;406;1;1;163.087566;1;;;;;406;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686704;237;205;2;1;214.52534314;1;;;0205;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686704;237;1003;2;1;214.52534314;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686725;237;201;1;1;98.094705245;1;;;0201;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686725;237;302;1;1;98.094705245;1;;;;0302;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686925;237;1402;1;1;702.57081649;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
686968;237;1005;2;1;1312.8519224;1;;;;;;;;;;;1005;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687083;237;1401;1;1;125.14346146;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687143;237;201;1;1;138.38806149;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687143;237;103;1;1;138.38806149;1;;0103;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687145;237;1305;1;1;104.74561398;1;;;;;;;;;;;;;;1305;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687146;237;1003;1;1;102.87493623;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687152;237;201;1;1;99.300778827;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687152;237;1401;1;1;99.300778827;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687155;237;302;2;1;61.149761775;1;;;;0302;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687163;237;205;2;1;121.9880561;1;;;0205;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687163;237;1001;2;1;121.9880561;1;;;;;;;;;;;1001;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687397;237;504;1;1;112.20827975;1;;;;;;0504;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687397;237;606;1;1;112.20827975;1;;;;;;;0606;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687471;237;701;1;1;153.70066919;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687471;237;1005;1;1;153.70066919;1;;;;;;;;;;;1005;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687471;237;902;1;1;153.70066919;1;;;;;;;;;;0902;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687602;237;1107;1;1;63.266042854;1;;;;;;;;;;;;1107;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687602;237;1401;1;1;63.266042854;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687602;237;1006;1;1;63.266042854;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687647;237;704;3;1;816.8624934;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687912;237;1401;1;1;9228.8438164;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
687925;237;704;1;1;156.75432709;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687925;237;1401;1;1;156.75432709;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
687934;237;1403;1;1;205.81502427;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688038;237;1403;1;1;146.13625816;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688169;237;1401;1;1;134.57234794;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688323;237;805;1;1;1537.143857;1;;;;;;;;;0805;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
688323;237;1505;1;1;1537.143857;1;;;;;;;;;;;;;;;;1505;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;703;1;1;1537.143857;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;1301;1;1;1537.143857;1;;;;;;;;;;;;;;1301;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;902;1;1;1537.143857;1;;;;;;;;;;0902;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;1410;1;1;1537.143857;1;;;;;;;;;;;;;;;1410;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;608;1;1;1537.143857;1;;;;;;;0608;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;1007;1;1;1537.143857;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688323;237;403;1;1;1537.143857;1;;;;;403;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688324;237;704;1;1;1908.531398;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688324;237;302;1;1;1908.531398;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
688324;237;1110;1;1;1908.531398;1;;;;;;;;;;;;1110;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688324;237;902;1;1;1908.531398;1;;;;;;;;;;0902;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688327;237;507;1;1;1526.8251184;1;;;;;;0507;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688570;237;1305;1;1;64.682611601;1;;;;;;;;;;;;;;1305;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688570;237;607;1;1;64.682611601;1;;;;;;;0607;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688601;237;302;1;1;64.304314632;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
688601;237;507;1;1;64.304314632;1;;;;;;0507;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688601;237;1401;1;1;64.304314632;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688650;237;504;1;1;99.857274257;1;;;;;;0504;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688650;237;1007;1;1;99.857274257;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688654;237;403;1;1;89.501982177;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688654;237;203;1;1;89.501982177;1;;;0203;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688654;237;1401;1;1;89.501982177;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688656;237;702;1;1;55.547465196;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688656;237;1408;1;1;55.547465196;1;;;;;;;;;;;;;;;1408;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688656;237;1007;1;1;55.547465196;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688666;237;505;2;1;107.18441881;1;;;;;;0505;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688668;237;1402;2;1;117.38314422;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688671;237;1402;1;1;90.96377623;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688720;237;302;1;1;98.728361206;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
688720;237;1006;1;1;98.728361206;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
688722;237;1105;1;1;115.60732081;1;;;;;;;;;;;;1105;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688722;237;1403;1;1;115.60732081;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688722;237;401;1;1;115.60732081;1;;;;;401;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688862;237;301;1;1;143.08155688;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;24;1
688883;237;703;1;1;352.44708534;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688885;237;1401;1;1;415.16702188;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688885;237;1003;1;1;415.16702188;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
688929;237;302;2;1;546.11318044;1;;;;0302;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
688929;237;1003;2;1;546.11318044;1;;;;;;;;;;;1003;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
689028;237;1401;1;1;1280.7036672;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689034;237;103;1;1;1927.6927299;1;;0103;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689034;237;1006;1;1;1927.6927299;1;;;;;;;;;;;1006;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689046;237;1401;1;1;45.61997453;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
689236;237;507;1;1;78.222650649;1;;;;;;0507;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689236;237;1401;1;1;78.222650649;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689280;237;1004;1;1;31.811723561;1;;;;;;;;;;;1004;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689310;237;1401;1;1;40.96902722;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689327;237;1401;1;1;38.098973549;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689553;237;1401;2;1;98.917673658;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
689955;237;1006;1;1;96.770557872;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690597;237;1003;1;1;283.65563822;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690607;237;302;1;1;155.33839717;1;;;;0302;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
690607;237;1105;1;1;155.33839717;1;;;;;;;;;;;;1105;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690614;237;403;1;1;171.25839504;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690614;237;1401;1;1;171.25839504;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2
690614;237;504;1;1;171.25839504;1;;;;;;0504;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690687;237;704;1;1;189.69182797;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690687;237;301;1;1;189.69182797;1;;;;0301;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690703;237;1003;1;1;294.08158738;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690708;237;205;1;1;281.02493033;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
690708;237;301;1;1;281.02493033;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
690709;237;607;1;1;281.83198791;1;;;;;;;0607;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690709;237;702;1;1;281.83198791;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690709;237;1003;1;1;281.83198791;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
690929;237;1003;2;1;185.39895825;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
690988;237;204;1;1;101.79132242;1;;;0204;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
691054;237;201;2;1;2096.9312067;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691054;237;704;2;1;2096.9312067;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
691054;237;1006;2;1;2096.9312067;1;;;;;;;;;;;1006;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691153;237;1006;1;1;313.79033955;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
691796;237;1402;1;1;951.83671325;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;1203;1;1;951.83671325;1;;;;;;;;;;;;;1203;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;1302;1;1;951.83671325;1;;;;;;;;;;;;;;1302;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;704;1;1;951.83671325;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;1006;1;1;951.83671325;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;904;1;1;951.83671325;1;;;;;;;;;;0904;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
691796;237;1103;1;1;951.83671325;1;;;;;;;;;;;;1103;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
692484;237;1003;1;1;66.791755178;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692484;237;1401;1;1;66.791755178;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692484;237;507;2;1;66.791755178;1;;;;;;0507;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692490;237;1007;2;1;85.702327803;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692490;237;1401;2;1;85.702327803;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692517;237;1403;2;1;70.775379005;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692517;237;201;2;1;70.775379005;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
692519;237;1006;1;1;75.029093165;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
692519;237;1401;1;1;75.029093165;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
692519;237;201;1;1;75.029093165;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
