DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673;P1673S1;P1673S2;P1673S36;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S37;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S38;P1673S39;P1673S40;P1673S41;P1673S42;P1673S15;P1673S16;P1673S17;P1673S43;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
647965;237;1;4;1;67.410701957;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
647965;237;2;4;2;67.410701957;1;1407;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;1;;
647969;237;1;1;1;56.510887933;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;2;2;8;;
647971;237;1;2;1;43.131250802;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;3;;;99;;;;;;;;2;;2;4;7;2
647972;237;1;1;1;44.778571129;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;1;;;
647972;237;1;3;1;44.778571129;1;0702;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
647972;237;2;3;2;44.778571129;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
647978;237;1;2;1;67.770318483;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
647978;237;2;2;2;67.770318483;1;1107;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
647980;237;1;2;1;35.994179488;1;1304;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
647982;237;1;1;1;56.640674779;1;0402;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;1;1;3;;;;;;;;1;1;1;1;;7;1
647982;237;1;2;1;56.640674779;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
647988;237;1;1;1;54.009037783;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
647991;237;1;1;1;46.076339633;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;3;;
647992;237;1;1;1;61.43511951;1;0301;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;
647992;237;2;1;2;61.43511951;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;1;;;
647993;237;1;1;1;66.355939351;1;0103;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;8;;;;;;;;1;1;9;1;;1;
647993;237;2;1;2;66.355939351;1;0302;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;8;;;;;;;;1;1;1;1;;1;
647993;237;1;2;1;66.355939351;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;2;1;8;;;;;;;;1;1;1;1;;7;1
648000;237;1;1;1;55.448442395;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648007;237;1;1;1;44.358753916;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648014;237;1;1;1;42.777098205;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;4;;
648014;237;1;2;1;42.777098205;1;0403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;1;1;1;;7;5
648014;237;2;2;2;42.777098205;1;1403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;1;1;1;1;;7;1
648017;237;1;1;1;476.53616123;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648029;237;1;1;1;483.22187264;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;1;;;
648029;237;1;2;1;483.22187264;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;1;;;
648044;237;1;1;1;1062.0673096;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;1;;;
648044;237;2;1;2;1062.0673096;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648044;237;1;3;1;1062.0673096;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
648047;237;1;3;1;1502.2363117;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
648052;237;1;1;1;1970.4968781;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648056;237;1;1;1;1641.2256787;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
648056;237;1;2;1;1641.2256787;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
648058;237;1;2;1;2237.9923728;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
648067;237;1;1;1;133.50434822;1;1103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;6;2;7;;
648067;237;2;1;2;133.50434822;1;1103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
648068;237;1;1;1;173.03366031;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648068;237;1;2;1;173.03366031;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;2;2;;2;1;7;5
648077;237;1;1;1;157.32307359;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;2;2;3;;
648077;237;2;1;2;157.32307359;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;
648083;237;1;1;1;116.29705046;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648083;237;1;2;1;116.29705046;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648084;237;1;2;1;133.50434822;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
648085;237;1;1;1;186.56745356;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648089;237;1;1;1;206.02522873;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;4;;;;6;;;;;;;2;;2;1;7;1
648090;237;1;3;1;136.96409454;1;0102;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;1;1;3;1;;7;3
648101;237;1;1;1;157.32307359;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
648108;237;1;1;1;213.40605633;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648108;237;2;1;2;213.40605633;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648108;237;1;2;1;213.40605633;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648109;237;1;1;1;158.61418862;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
648111;237;1;1;1;195.9469833;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;11;;
648116;237;1;1;1;361.11799475;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;1;;
648118;237;1;1;1;713.3012756;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648118;237;1;2;1;713.3012756;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648120;237;1;1;1;501.81074173;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;4;1;;7;1
648122;237;1;1;1;501.81074173;1;0201;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
648122;237;2;1;2;501.81074173;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;5
648126;237;1;1;1;969.51677607;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;7;;
648139;237;1;1;1;1388.2497913;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;3
648139;237;2;1;2;1388.2497913;1;0301;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;3
648139;237;1;2;1;1388.2497913;1;0301;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
648139;237;2;2;2;1388.2497913;1;0602;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;2;5;;
648141;237;1;1;1;770.61794443;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;1;;;
648146;237;1;2;1;601.686937;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648148;237;1;1;1;866.91791676;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648152;237;1;1;1;703.4292142;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648157;237;1;1;1;433.90290405;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;24;1;;7;1
648183;237;1;1;1;288.05328268;1;0606;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;;;;1;1;1;1;;7;1
648204;237;1;1;1;512.17055879;1;1101;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648211;237;1;1;1;154.14309441;1;1406;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;3;1;;;
648217;237;1;1;1;92.485856647;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648218;237;1;1;1;78.046119956;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;1;1;1;;;
648219;237;1;2;1;135.98445734;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648224;237;1;2;1;87.352382504;1;0702;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648227;237;1;1;1;80.013015004;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648229;237;1;1;1;71.869568445;1;0105;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;5;;;;;;;;2;;1;;1;
648229;237;2;1;2;71.869568445;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648230;237;1;1;1;86.289777331;1;0701;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648230;237;2;1;2;86.289777331;1;0704;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648231;237;1;3;1;87.215807578;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
648235;237;1;1;1;123.96229557;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
648235;237;2;1;2;123.96229557;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
648240;237;1;1;1;79.245597742;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;8;10;;;;;;;;1;1;8;1;;7;1
648240;237;2;1;2;79.245597742;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
648245;237;1;1;1;110.18870718;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
648248;237;1;1;1;801.17985241;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
648248;237;1;2;1;801.17985241;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
648252;237;1;1;1;1161.4562531;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
648255;237;1;1;1;388.47945057;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;3;;;99;;;;;;;;2;;1;;7;1
648255;237;1;2;1;388.47945057;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;3;;;99;;;;;;;;2;;1;;7;1
648257;237;1;1;1;587.18186263;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;1;5;1;;7;1
648262;237;1;1;1;499.38613761;1;0205;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;4;2;1;6;;;;;;;;2;2;;2;3;7;1
648262;237;2;1;2;499.38613761;1;0204;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;1;;
648263;237;1;1;1;993.63333454;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;2;2;;
648286;237;1;1;1;958.37315788;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
648288;237;1;1;1;753.06615608;1;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;7;3;;;99;;;;;;;;2;;1;;7;1
648288;237;1;2;1;753.06615608;1;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;7;3;;;99;;;;;;;;2;;1;;7;1
648288;237;1;3;1;753.06615608;1;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;7;3;;;99;;;;;;;;2;;1;;7;1
648289;237;1;1;1;1086.7948606;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
648291;237;1;1;1;910.25946155;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648292;237;1;1;1;1238.8782485;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;8;5;;;;;;;;;;;1;3;2;1;7;1
648304;237;1;1;1;677.59622797;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648305;237;1;1;1;599.26336514;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648307;237;1;1;1;107.72011121;1;1401;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;2;;2;4;7;1
648310;237;1;1;1;90.677748698;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;6;1;;;
648312;237;1;1;1;83.097448151;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648313;237;1;1;1;103.9801149;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;2;;;;;;;;2;;1;;7;1
648319;237;1;1;1;80.956048816;1;0102;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;8;7;;;;;;;;1;1;9;1;;7;3
648319;237;1;3;1;80.956048816;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;6
648319;237;2;3;2;80.956048816;1;1406;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;3;1;;1;
648322;237;1;3;1;60.103237029;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;4;;
648332;237;1;1;1;114.34795101;1;1406;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;6;1;;5;
648344;237;1;1;1;1811.4182489;1;1401;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;6;;;;;;;1;2;1;;7;1
648344;237;2;1;2;1811.4182489;1;1504;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;6;;;;;;;1;2;1;;7;1
648344;237;1;2;1;1811.4182489;1;1004;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;22;1;;;
648348;237;1;1;1;3339.6416065;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;2;1;;
648348;237;2;1;2;3339.6416065;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;3;;
648349;237;1;2;1;1811.4182489;1;1403;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;10;;;;;;;;1;1;1;1;;7;3
648351;237;1;1;1;2140.0216311;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;2;1;;;
648351;237;2;1;2;2140.0216311;1;1007;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;2;1;;;
648352;237;1;1;1;7245.6729954;1;0105;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;2;5;;
648352;237;2;1;2;7245.6729954;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;4;
648357;237;1;2;1;63.487110495;1;0606;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;;2;;2;1;7;1
648360;237;1;1;1;64.318084582;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;6;1;;;
648361;237;1;1;1;45.52967456;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;;;;1;1;5;1;;7;5
648361;237;2;1;2;45.52967456;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;3;1;;;
648364;237;1;3;1;86.540764952;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
648365;237;1;1;1;46.742964462;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648367;237;1;1;1;56.780828092;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
648369;237;1;1;1;72.759425565;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648370;237;1;1;1;53.138678036;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;10;;;;;;;;1;1;1;1;;1;
648372;237;1;1;1;41.202658463;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
648372;237;2;1;2;41.202658463;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;5;;
648372;237;1;2;1;41.202658463;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;5;;
648372;237;1;3;1;41.202658463;1;0606;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;7;2;6;8;;;;;;;;1;1;6;1;;5;
648372;237;2;3;2;41.202658463;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648373;237;1;1;1;46.607118509;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
648373;237;1;3;1;46.607118509;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
648375;237;1;2;1;37.793952049;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
648375;237;2;2;2;37.793952049;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
648378;237;1;3;1;61.565083901;1;1006;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;2;;1;;7;2
648379;237;1;1;1;58.581581492;1;0103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;5;2;5;;
648381;237;1;1;1;64.191525011;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;;;99;;;;;;;;1;1;2;1;7;3
648381;237;1;3;1;64.191525011;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
648382;237;1;1;1;54.697925722;1;1006;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;3;1;;7;1
648382;237;2;1;2;54.697925722;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
648384;237;1;3;1;40.902692215;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
648390;237;1;2;1;55.287115519;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
