DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673;P1673S1;P1673S2;P1673S36;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S37;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S38;P1673S39;P1673S40;P1673S41;P1673S42;P1673S15;P1673S16;P1673S17;P1673S43;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
696766;237;1;2;1;69.943041123;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
696822;237;1;1;1;149.01371282;1;0701;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
696831;237;1;1;1;160.31177429;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
696845;237;1;1;1;1211.075125;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;10;;;;;;;;1;1;1;1;;2;
696864;237;1;3;1;396.31425298;1;0702;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;5;;;;;;;;;;;2;;1;;7;1
696866;237;1;1;1;388.2677825;1;0701;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;1;;7;1
696866;237;1;4;1;388.2677825;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;1;5;;;;;;;;1;1;1;1;;7;1
696871;237;1;1;1;117.78125009;1;0205;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
696871;237;2;1;2;117.78125009;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
696896;237;1;1;1;89.586311187;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;1;;
696896;237;2;1;2;89.586311187;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
696898;237;1;2;1;112.9883644;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
696899;237;1;2;1;75.509988021;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
696901;237;1;2;1;68.529409392;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;4;;;;99;;;;;;;2;;1;;7;1
696909;237;1;1;1;56.974838336;1;0201;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
696912;237;1;1;1;84.429178439;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;1;;7;1
696928;237;1;1;1;63.535707926;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;2;1;;
696935;237;1;5;1;61.472454388;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
696942;237;1;1;1;63.125531111;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
696958;237;1;1;1;71.126074895;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
696969;237;2;3;2;79.605008338;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
696969;237;1;3;1;79.605008338;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
696969;237;1;1;1;79.605008338;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
696969;237;1;2;1;79.605008338;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;1;;
696980;237;1;1;1;94.9197477;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;7;3;;;2;;;;;;;;2;;1;;7;1
696984;237;1;1;1;58.198615088;1;0201;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
697050;237;1;1;1;116.80669037;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;4;;;;9;;;;;;;2;;1;;7;1
697063;237;1;1;1;71.560234802;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
697075;237;1;2;1;88.42859126;1;0608;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697075;237;1;1;1;88.42859126;1;1011;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;3;4;;;;;;;;1;1;3;1;;7;1
697085;237;1;1;1;98.210162961;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
697085;237;1;2;1;98.210162961;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;;
697098;237;1;1;1;93.514698586;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;1;;7;1
697103;237;1;1;1;78.621880451;1;1001;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;1;;7;1
697111;237;1;1;1;73.744738981;1;0403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;;;;1;1;1;1;;1;
697118;237;1;4;1;62.025003238;1;0702;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;2;1;7;1
697118;237;2;4;2;62.025003238;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
697119;237;1;2;1;71.427343889;1;1401;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;29;1;5;;;;;;;;;;;2;;2;1;7;1
697133;237;1;1;1;82.312369595;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;1;;
697135;237;2;2;2;76.671680145;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;2;5;;
697135;237;1;2;1;76.671680145;1;0406;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;2;1;;
697137;237;1;1;1;78.621880451;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;11;;
697140;237;1;1;1;81.222542515;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;1;2;1;;
697140;237;1;2;1;81.222542515;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697140;237;1;3;1;81.222542515;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697143;237;1;1;1;158.76581543;1;0507;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;2;;1;;1;
697143;237;2;1;2;158.76581543;1;1401;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;1;;;;;;;;2;;1;;1;
697144;237;1;1;1;106.20224053;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;1;10;;;;;;;;1;1;1;1;;7;1
697152;237;1;1;1;178.46331287;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697156;237;1;3;1;53.324124498;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;3;;;5;;;;;;;;2;;2;1;1;
697157;237;1;1;1;77.974289784;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;3;;;2;;;;;;;;2;;1;;7;2
697157;237;1;2;1;77.974289784;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;3;;;2;;;;;;;;2;;1;;7;2
697161;237;1;3;1;61.866398874;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;5;;;;;;;;2;;2;1;7;7
697173;237;1;2;1;62.725387375;1;0704;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;8
697175;237;1;2;1;80.264940023;1;1105;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;1;1;1;;7;1
697193;237;1;1;1;57.827732274;1;0701;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697195;237;1;1;1;63.893066787;1;1105;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;1;1;1;;7;1
697196;237;1;2;1;69.761320742;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;2;1;7;4
697198;237;1;1;1;129.59650624;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;99;;;;;;;;2;;2;1;7;1
697201;237;1;3;1;78.211104418;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;2;1;7;1
697201;237;1;2;1;78.211104418;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697215;237;1;1;1;131.06643414;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;1;1;1;;7;1
697220;237;1;2;1;72.74826886;1;1403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;4;
697230;237;1;2;1;87.301663333;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697238;237;1;1;1;91.458188439;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;4;;;;6;;;;;;;1;1;1;;7;1
697238;237;1;3;1;91.458188439;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;1;1;1;;7;1
697240;237;1;1;1;62.453950856;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
697260;237;1;4;1;70.135231769;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;3;;;1;;;;;;;;2;;2;4;7;1
697274;237;1;1;1;84.206762621;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;27;1;3;;;1;;;;;;;;2;;2;1;3;
697304;237;1;1;1;63.080579966;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
697304;237;1;2;1;63.080579966;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
697323;237;1;1;1;98.237330348;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697340;237;1;1;1;101.54968376;1;0103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;3;1;;;
697371;237;1;1;1;80.060830306;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697371;237;2;1;2;80.060830306;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697379;237;1;1;1;115.31718392;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1;2;10;;;;;;;;1;1;2;1;;7;5
697389;237;1;1;1;85.968628268;1;0202;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;8;1;1;2;;;;;;;;2;1;1;1;;7;1
697389;237;1;2;1;85.968628268;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;2;1;0;;;;;;;;2;2;;1;;7;1
697449;237;1;1;1;157.65893038;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;1;4;;;;;;;;1;1;1;1;;7;1
697452;237;1;1;1;109.35528614;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;2;;1;;7;1
697524;237;1;1;1;81.003915662;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;3;;;5;;;;;;;;2;;2;1;7;1
697526;237;1;1;1;66.995001604;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;4;0;;;;;;;;1;2;;2;1;7;1
697527;237;1;1;1;89.028200172;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;1;;7;1
697528;237;1;1;1;88.888848757;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;8;1;;;
697590;237;1;1;1;83.16941269;1;0105;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697590;237;2;1;2;83.16941269;1;0201;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;;;;;;;;2;2;;2;1;1;
697590;237;1;3;1;83.16941269;1;0205;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;;;2;1;2;1;;7;1
697610;237;1;1;1;130.19879946;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
697617;237;1;1;1;124.78712615;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
697622;237;1;1;1;138.21096333;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;38;4;5;;;;;;;;;;;2;;2;1;7;2
697622;237;1;2;1;138.21096333;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;5;;;;;;;;;;;2;;2;1;7;3
697652;237;1;1;1;176.02244827;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697657;237;1;1;1;161.50066732;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697709;237;1;1;1;120.38934164;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;4;;;;5;;;;;;;2;;1;;7;2
697719;237;1;2;1;122.71717526;1;0406;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
697726;237;1;1;1;564.57952543;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;2;1;7;1
697766;237;1;1;1;203.01441331;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697775;237;1;1;1;106.18962303;1;1005;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;2;;
697775;237;1;2;1;106.18962303;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
697777;237;1;1;1;52.933463807;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;2;;
697777;237;1;2;1;52.933463807;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;2;;
697777;237;1;3;1;52.933463807;1;0503;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;1;;1;
697777;237;2;3;2;52.933463807;1;1105;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;1;;1;
697790;237;1;2;1;134.22360113;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
697790;237;2;2;2;134.22360113;1;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;4;4;;;;4;;;;;;;2;;2;1;7;2
697844;237;1;1;1;63.517690816;1;1005;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;10;;;;;;;;1;1;1;1;;7;1
697849;237;1;1;1;104.45768068;1;0607;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
697872;237;1;1;1;104.1156623;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;2;1;7;2
697895;237;1;1;1;1194.3462246;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;1;1;1;1;;5;
697897;237;1;2;1;1631.7232954;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;1;1;1;;7;1
697898;237;1;1;1;2390.1386003;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;1;;7;1
697900;237;1;1;1;949.4268456;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;2;2;;1;;7;1
697903;237;1;2;1;1026.4013296;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;1;;1;
697904;237;1;1;1;659.66113065;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;;;
697913;237;2;1;2;524.24186054;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697913;237;1;1;1;524.24186054;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
697914;237;1;1;1;728.1136952;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697915;237;1;1;1;817.09190097;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
697921;237;1;1;1;714.95541335;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697923;237;1;1;1;762.81904889;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;9;;
697924;237;1;1;1;541.14938125;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
697927;237;1;1;1;52.884579829;1;1408;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;1;10;;;;;;;;1;1;1;1;;7;1
698013;237;1;1;1;133.2681517;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;1;1;;;
698013;237;1;2;1;133.2681517;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
698014;237;1;1;1;140.22190361;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;
698014;237;2;1;2;140.22190361;1;1006;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;1;1;3;1;;7;1
698018;237;1;1;1;144.59696351;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;3;1;;;
698020;237;1;1;1;243.88949311;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
698023;237;1;1;1;235.28852213;1;1401;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;;;1;;;;;;;;2;;2;1;2;
698023;237;2;1;2;235.28852213;1;1411;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;;;1;;;;;;;;2;;2;1;2;
698025;237;1;1;1;146.96023748;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;8;;
698030;237;1;1;1;323.97216751;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
698043;237;1;2;1;146.44811105;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
698046;237;1;1;1;188.55854626;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
698048;237;1;1;1;286.82998543;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698048;237;2;1;2;286.82998543;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;99;;;;;;;;2;;1;;7;1
698048;237;1;2;1;286.82998543;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698054;237;1;5;1;221.12765032;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
698054;237;1;6;1;221.12765032;1;1401;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;1;;7;1
698056;237;1;1;1;234.38627385;1;0103;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;10;;;;;;;;1;1;2;1;;1;
698059;237;1;1;1;631.62318583;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;1;1;;;
698089;237;1;2;1;115.19510412;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;1;;;
698094;237;1;1;1;136.59069973;1;0507;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;2;;2;1;7;5
698139;237;1;1;1;50.308058803;1;1002;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;1;;7;1
698139;237;1;2;1;50.308058803;1;1002;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;1;;7;1
698139;237;1;4;1;50.308058803;1;0202;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698160;237;1;1;1;81.983503234;1;0201;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
698164;237;1;2;1;126.71461453;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;2;1;;;
698193;237;1;1;1;135.59170795;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;5;;;;;;;;;;;2;;1;;5;
