DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C
648605;236;1;1;1;224.85551472
648606;236;1;1;1;124.69267479
648607;236;1;1;1;96.762144615
648608;236;1;1;1;152.97792836
648609;236;1;1;1;257.3570032
648610;236;1;1;1;96.762144615
648611;236;1;1;1;124.69267479
648612;236;1;1;1;501.24059674
648613;236;1;1;1;501.24059674
648614;236;1;1;1;473.62917785
648617;236;1;1;1;84.711321
648620;236;1;1;1;35.955795037
648622;236;1;1;1;67.770318483
648623;236;1;1;1;87.899150457
648624;236;1;1;1;53.829762706
648625;236;1;1;1;61.175330261
648626;236;1;1;1;54.097271775
648626;236;2;1;2;54.097271775
648627;236;1;1;1;59.660326498
648628;236;1;1;1;35.15677737
648629;236;1;1;1;46.268257792
648630;236;1;1;1;55.0496267
648631;236;1;1;1;48.603496823
648631;236;2;1;2;48.603496823
648632;236;1;1;1;44.778571129
648633;236;1;1;1;50.933029351
648634;236;1;1;1;60.37786612
648635;236;1;1;1;103.82709544
648636;236;1;1;1;74.763559314
648637;236;1;1;1;49.41834857
648638;236;1;1;1;62.939108568
648640;236;1;1;1;85.687273961
648642;236;1;1;1;41.67247856
648643;236;1;1;1;68.131211668
648645;236;1;1;1;70.505369501
648646;236;1;1;1;57.179019824
648648;236;1;1;1;21.517473393
648649;236;1;1;1;36.612965212
648650;236;1;1;1;46.236181036
648651;236;1;1;1;45.427832941
648652;236;1;1;1;46.236181036
648654;236;1;1;1;77.245014471
648655;236;1;1;1;61.175330261
648656;236;1;1;1;54.375047788
648657;236;1;1;1;39.172835548
648658;236;1;1;1;45.973118022
648659;236;1;1;1;38.039819034
648660;236;1;1;1;52.2678751
648661;236;1;1;1;72.545236391
648662;236;1;1;1;65.114827574
648663;236;1;1;1;84.396595078
648664;236;1;1;1;73.009017226
648665;236;1;1;1;69.318081646
648666;236;1;1;1;65.564062363
648667;236;1;1;1;131.49079805
648668;236;1;1;1;68.601586069
648669;236;1;1;1;41.696081917
648670;236;1;1;1;48.800648731
648672;236;1;1;1;59.412636395
648673;236;1;1;1;68.322480817
648675;236;1;1;1;64.233154586
648676;236;1;1;1;64.571929735
648678;236;1;1;1;59.09953193
648679;236;1;1;1;108.79914432
648680;236;1;1;1;55.38641554
648681;236;1;1;1;23.669220732
648682;236;1;1;1;108.6308645
648683;236;1;1;1;115.04888411
648684;236;1;1;1;126.64185414
648685;236;1;1;1;47.206124901
648686;236;1;1;1;63.419704893
648687;236;1;1;1;126.44497741
648688;236;1;1;1;40.555522748
648689;236;1;1;1;55.44523146
648690;236;1;1;1;33.978421238
648691;236;1;1;1;55.44523146
648692;236;1;1;1;55.312914897
648693;236;1;1;1;74.317253656
648694;236;1;1;1;70.903629835
648695;236;1;1;1;69.943041123
648696;236;1;1;1;40.064549718
648697;236;1;1;1;74.763559314
648698;236;1;1;1;67.770318483
648699;236;1;1;1;57.83532224
648700;236;1;1;1;102.36362932
648701;236;1;1;1;40.652791744
648702;236;1;1;1;107.36715619
648703;236;1;1;1;64.81084534
648704;236;1;1;1;346.02377647
648705;236;1;1;1;612.41300817
648706;236;1;1;1;457.62948003
648707;236;1;1;1;435.22596307
648709;236;1;1;1;462.75836648
648710;236;1;1;1;725.31626293
648711;236;1;1;1;331.12546803
648712;236;1;1;1;434.98409799
648713;236;1;1;1;573.02394646
648714;236;1;1;1;430.09707662
648715;236;1;1;1;392.21640331
648716;236;1;1;1;429.19983462
648717;236;1;1;1;434.05459021
648718;236;1;1;1;331.12546803
648719;236;1;1;1;413.13015331
648720;236;1;1;1;386.57749811
648721;236;1;1;1;429.19983462
648722;236;1;1;1;364.59108667
648722;236;2;1;2;364.59108667
648723;236;1;1;1;498.08089659
648724;236;1;1;1;2361.0532382
648725;236;1;1;1;2155.7737313
648726;236;1;1;1;2177.5169296
648727;236;1;1;1;1974.9595553
648731;236;1;1;1;2215.6546663
648732;236;1;1;1;2059.1323673
648733;236;1;1;1;2680.7705654
648735;236;1;1;1;1940.1963581
648736;236;1;1;1;1562.8059001
648738;236;1;1;1;2034.6054338
648739;236;1;1;1;140.67347311
648740;236;1;1;1;151.92634476
648742;236;1;1;1;159.02701837
648743;236;1;1;1;201.30856279
648744;236;1;1;1;141.17921363
648745;236;1;1;1;148.48985518
648746;236;1;1;1;171.25839504
648747;236;1;1;1;138.78741504
648748;236;1;1;1;224.24578871
648750;236;1;1;1;252.71580599
648751;236;1;1;1;175.78970538
648752;236;1;1;1;260.44516245
648753;236;1;1;1;163.49635483
648754;236;1;1;1;276.17266865
648756;236;1;1;1;187.48719089
648757;236;1;1;1;137.43463053
648758;236;1;1;1;324.02492795
648760;236;1;1;1;296.5305948
648761;236;1;1;1;236.51793577
648762;236;1;1;1;271.53639782
648763;236;1;1;1;307.39046519
648765;236;1;1;1;158.61418862
648766;236;1;1;1;235.69818283
648767;236;1;1;1;189.69182797
648768;236;1;1;1;198.52409705
648769;236;1;1;1;169.73907429
648770;236;1;1;1;217.21471078
648771;236;1;1;1;195.37003798
648772;236;1;1;1;217.76833488
648773;236;1;1;1;184.61183913
648774;236;1;1;1;211.59215488
648775;236;1;1;1;238.74927675
648776;236;1;1;1;148.33816469
648778;236;1;1;1;173.62968447
648780;236;1;1;1;189.69182797
648781;236;1;1;1;173.77176863
648783;236;1;1;1;153.97924847
648784;236;1;1;1;177.41234127
648785;236;1;1;1;171.13562997
648786;236;1;1;1;223.44521767
648787;236;1;1;1;122.59089061
648788;236;1;1;1;145.41608726
648789;236;1;1;1;205.74433247
648790;236;1;1;1;132.56288095
648791;236;1;1;1;114.2022158
648792;236;1;1;1;186.60642465
648793;236;1;1;1;140.23774636
648794;236;1;1;1;145.31980618
648795;236;1;1;1;130.99336268
648796;236;1;1;1;118.47434006
648797;236;1;1;1;137.51958341
648798;236;1;1;1;121.12937436
648799;236;1;1;1;135.07142672
648800;236;1;1;1;112.21654838
648802;236;1;1;1;194.59233228
648803;236;1;1;1;113.74152128
648804;236;1;1;1;153.06377061
648805;236;1;1;1;211.58781539
648806;236;1;1;1;196.55649487
648807;236;1;1;1;249.05220409
648808;236;1;1;1;126.56858788
648809;236;1;1;1;103.82019618
648810;236;1;1;1;141.68756109
648811;236;1;1;1;200.42999958
648812;236;1;1;1;202.6253617
648813;236;1;1;1;195.33387184
648814;236;1;1;1;197.48791436
648815;236;1;1;1;178.44096219
648816;236;1;1;1;255.87475356
648817;236;1;1;1;161.30168807
648818;236;1;1;1;171.25839504
648819;236;1;1;1;183.29737281
648820;236;1;1;1;171.25839504
648821;236;1;1;1;167.29804559
648822;236;1;1;1;145.93535735
648823;236;1;1;1;145.93535735
648824;236;1;1;1;157.97433511
648825;236;1;1;1;183.29737281
648826;236;1;1;1;157.97433511
648827;236;1;1;1;157.97433511
648828;236;1;1;1;135.63664887
648830;236;1;1;1;199.2052313
648831;236;1;1;1;224.03012232
648832;236;1;1;1;206.22699895
648833;236;1;1;1;186.73965451
648834;236;1;1;1;171.25839504
648836;236;1;1;1;1344.2252226
648837;236;1;1;1;486.32732255
648838;236;1;1;1;473.73064047
648839;236;1;1;1;491.99672267
648840;236;1;1;1;1116.4774846
648841;236;1;1;1;678.926088
648843;236;1;1;1;807.55938289
648844;236;1;1;1;802.46906975
648845;236;1;1;1;617.29565622
648846;236;1;1;1;441.36643803
648848;236;1;1;1;577.14074003
648849;236;1;1;1;470.19455466
648850;236;1;1;1;498.94640475
648851;236;1;1;1;682.69745044
648852;236;1;1;1;751.03383297
648853;236;1;1;1;441.44163576
648854;236;1;1;1;64.2805134
648855;236;1;1;1;93.527205223
648856;236;1;1;1;221.24873857
648857;236;1;1;1;178.36600847
648858;236;1;1;1;66.881846226
648859;236;1;1;1;231.34256925
648860;236;1;1;1;66.673703598
648861;236;1;1;1;225.73352973
648862;236;1;1;1;150.65745328
648863;236;1;1;1;246.12740282
648864;236;1;1;1;115.42811403
648865;236;1;1;1;96.712365097
648866;236;1;1;1;70.352862825
648867;236;1;1;1;125.68740946
648868;236;1;1;1;83.344150586
648869;236;1;1;1;105.59551211
648870;236;1;1;1;75.809654884
648871;236;1;1;1;161.74359029
648872;236;1;1;1;140.09372834
648873;236;1;1;1;121.78021513
648874;236;1;1;1;64.549159667
648875;236;1;1;1;159.4029313
648876;236;1;1;1;86.364110298
648877;236;1;1;1;128.52364958
648879;236;1;1;1;57.299880045
648880;236;1;1;1;117.43660992
648881;236;1;1;1;137.69389911
648882;236;1;1;1;100.6699974
648884;236;1;1;1;220.31023858
648885;236;1;1;1;117.40287185
648886;236;1;1;1;87.085737273
648887;236;1;1;1;117.14170243
648889;236;1;1;1;156.19936882
648891;236;1;1;1;182.42515158
648892;236;1;1;1;51.850661479
648893;236;1;1;1;110.16740536
648894;236;1;1;1;150.47594724
648895;236;1;1;1;105.73708872
648896;236;1;1;1;116.49781263
648898;236;1;1;1;74.975697035
648899;236;1;1;1;165.10534741
648900;236;1;1;1;121.77252496
648901;236;1;1;1;164.40329043
648902;236;1;1;1;92.650242878
648903;236;1;1;1;165.10534741
648904;236;1;1;1;165.10534741
648905;236;1;1;1;501.81074173
648906;236;1;1;1;658.14664809
648907;236;1;1;1;531.02231472
648908;236;1;1;1;446.05399265
648909;236;1;1;1;2408.6915603
648910;236;1;1;1;446.05399265
648911;236;1;1;1;446.05399265
648912;236;1;1;1;726.21188229
648913;236;1;1;1;339.85066107
648914;236;1;1;1;339.85066107
648915;236;1;1;1;553.30429126
648916;236;1;1;1;339.85066107
648917;236;1;1;1;339.85066107
648918;236;1;1;1;1835.1935698
648919;236;1;1;1;339.85066107
648920;236;1;1;1;278.78374541
648921;236;1;1;1;1505.4322252
648922;236;1;1;1;496.4231978
648923;236;1;1;1;278.78374541
648924;236;1;1;1;278.78374541
648925;236;1;1;1;1505.4322252
648926;236;1;1;1;278.78374541
648927;236;1;1;1;278.78374541
648928;236;1;1;1;671.50345439
648929;236;1;1;1;974.72855069
648930;236;1;1;1;297.21081534
648931;236;1;1;1;411.34165506
648932;236;1;1;1;1033.8828519
648933;236;1;1;1;1010.2701242
648934;236;1;1;1;2824.54773
648935;236;1;1;1;2824.54773
648936;236;1;1;1;1010.2701242
648937;236;1;1;1;1881.7252202
648938;236;1;1;1;2824.54773
648939;236;1;1;1;1881.7252202
648940;236;1;1;1;470.75795499
648941;236;1;1;1;2013.4669337
648942;236;1;1;1;806.39705431
648943;236;1;1;1;1010.2701242
648944;236;1;1;1;1248.8815983
648945;236;1;1;1;547.7910749
648946;236;1;1;1;3079.4703636
648947;236;1;1;1;547.7910749
648948;236;1;1;1;1248.8815983
648949;236;1;1;1;547.7910749
648950;236;1;1;1;3286.7464494
648951;236;1;1;1;547.7910749
648952;236;1;1;1;547.7910749
648953;236;1;1;1;1248.8815983
648954;236;1;1;1;547.7910749
648955;236;1;1;1;2052.7911493
648956;236;1;1;1;2052.7911493
648957;236;1;1;1;1245.8310957
648958;236;1;1;1;513.55413272
648959;236;1;1;1;2052.7911493
648960;236;1;1;1;1934.8322556
648961;236;1;1;1;513.55413272
648962;236;1;1;1;513.55413272
648963;236;1;1;1;1170.8264984
648964;236;1;1;1;1934.8322556
648965;236;1;1;1;1102.1128628
648966;236;1;1;1;523.36968584
648967;236;1;1;1;346.46496646
648968;236;1;1;1;283.16410705
648969;236;1;1;1;317.43057512
648970;236;1;1;1;325.01029803
648971;236;1;1;1;325.01029803
648972;236;1;1;1;369.84219011
648973;236;1;1;1;352.66768173
648974;236;1;1;1;335.61473099
648975;236;1;1;1;247.23884433
648976;236;1;1;1;328.31981954
648977;236;1;1;1;260.13978147
648978;236;1;1;1;247.74983495
648979;236;1;1;1;284.56516828
648980;236;1;1;1;218.10289003
648981;236;1;1;1;235.3434739
648982;236;1;1;1;212.86928524
648983;236;1;1;1;198.19986796
648984;236;1;1;1;190.21379592
648985;236;1;1;1;112.80107849
648986;236;1;1;1;115.05901238
648987;236;1;1;1;134.45830739
648988;236;1;1;1;146.97748308
648989;236;1;1;1;194.20683194
648990;236;1;1;1;167.67330901
648991;236;1;1;1;128.74816186
648992;236;1;1;1;214.15093574
648993;236;1;1;1;158.62595818
648994;236;1;1;1;174.48231202
648995;236;1;1;1;134.90840224
648996;236;1;1;1;163.68027299
648997;236;1;1;1;104.62697746
648998;236;1;1;1;112.80107849
648999;236;1;1;1;147.12638784
649000;236;1;1;1;409.73644703
649001;236;1;1;1;345.66393922
649002;236;1;1;1;382.86907088
649003;236;1;1;1;698.41439835
649004;236;1;1;1;443.29668446
649005;236;1;1;1;425.55906839
649006;236;1;1;1;639.89318143
649007;236;1;1;1;512.18839959
649008;236;1;1;1;407.97359237
649009;236;1;1;1;540.3638999
649010;236;1;1;1;677.04326522
649011;236;1;1;1;774.82376522
649012;236;1;1;1;807.32402787
649013;236;1;1;1;926.79867647
649014;236;1;1;1;88.682358756
649015;236;1;1;1;115.75014103
649016;236;1;1;1;80.777750078
649017;236;1;1;1;70.021160253
649018;236;1;1;1;69.833630904
649019;236;1;1;1;94.284359074
649021;236;1;1;1;75.872510691
649022;236;1;1;1;69.833630904
649023;236;1;1;1;88.682358756
649024;236;1;1;1;98.963525357
649025;236;1;1;1;91.823922646
649026;236;1;1;1;54.625417952
649027;236;1;1;1;55.165205169
649028;236;1;1;1;55.195745336
649030;236;1;1;1;50.596176185
649031;236;1;1;1;58.767310494
649032;236;1;1;1;51.763632261
649033;236;1;1;1;48.018619626
649034;236;1;1;1;52.047861392
649035;236;1;1;1;48.018619626
649036;236;1;1;1;69.369311738
649037;236;1;1;1;75.029093165
649038;236;1;1;1;87.641531121
649039;236;1;1;1;79.05652529
649040;236;1;1;1;88.303465121
649041;236;1;1;1;108.38954959
649042;236;1;1;1;84.908107532
649043;236;1;1;1;98.066427206
649044;236;1;1;1;91.823922646
649045;236;1;1;1;78.877378009
649046;236;1;1;1;67.126486632
649047;236;1;1;1;73.951380856
649048;236;1;1;1;78.617144254
649049;236;1;1;1;78.877378009
649050;236;1;1;1;70.273904793
649051;236;1;1;1;86.037779078
649052;236;1;1;1;111.03481744
649053;236;1;1;1;111.03481744
649054;236;1;1;1;85.570041532
649055;236;1;1;1;80.491298891
649056;236;1;1;1;129.87847882
649057;236;1;1;1;47.024611028
649058;236;1;1;1;65.224193964
649059;236;1;1;1;72.011713504
649060;236;1;1;1;67.228528051
649061;236;1;1;1;70.375213268
649062;236;1;1;1;83.60173055
649063;236;1;1;1;109.2210311
649064;236;1;1;1;162.58432439
649065;236;1;1;1;148.09254181
649066;236;1;1;1;97.058956171
649067;236;1;1;1;75.128663983
649068;236;1;1;1;106.69363482
649069;236;1;1;1;140.23967004
649071;236;1;1;1;133.44809868
649072;236;1;1;1;118.58478793
649073;236;1;1;1;185.05802907
649074;236;1;1;1;110.18870718
649075;236;1;1;1;121.41372344
649076;236;1;1;1;68.953117907
649077;236;1;1;1;67.228528051
649078;236;1;1;1;120.49071417
649079;236;1;1;1;95.86290111
649080;236;1;1;1;74.201149613
649081;236;1;1;1;98.247898141
649082;236;1;1;1;81.319332441
649083;236;1;1;1;67.682368278
649084;236;1;1;1;88.682358756
649086;236;1;1;1;64.682611601
649087;236;1;1;1;77.63106486
649088;236;1;1;1;123.16994272
649089;236;1;1;1;79.827865074
649090;236;1;1;1;116.07618754
649091;236;1;1;1;94.835795055
649092;236;1;1;1;86.218762149
649093;236;1;1;1;123.16994272
649094;236;1;1;1;105.09756437
649095;236;1;1;1;118.5933153
649096;236;1;1;1;62.371807975
649098;236;1;1;1;56.418959831
649099;236;1;1;1;69.808210715
649100;236;1;1;1;51.74608928
649101;236;1;1;1;56.418959831
649102;236;1;1;1;55.866904723
649103;236;1;1;1;67.420598507
649104;236;1;1;1;48.819263005
649105;236;1;1;1;91.298001057
649106;236;1;1;1;80.904467478
649107;236;1;1;1;109.69817912
649108;236;1;1;1;102.76206294
649109;236;1;1;1;95.77292564
649110;236;1;1;1;95.77292564
649111;236;1;1;1;94.835795055
649112;236;1;1;1;120.43283288
649113;236;1;1;1;46.600973267
649115;236;1;1;1;72.391309113
649117;236;1;1;1;104.15709154
649118;236;1;1;1;82.641530382
649120;236;1;1;1;83.191551848
649121;236;1;1;1;99.059458787
649122;236;1;1;1;88.658365449
649124;236;1;1;1;61.453595196
649125;236;1;1;1;52.426094926
649126;236;1;1;1;56.920698208
649127;236;1;1;1;87.79085028
649129;236;1;1;1;73.259123906
649130;236;1;1;1;84.515863836
649131;236;1;1;1;122.73979082
649132;236;1;1;1;66.507526047
649133;236;1;1;1;111.36787133
649134;236;1;1;1;123.37077484
649135;236;1;1;1;103.43475969
649136;236;1;1;1;127.98171964
649137;236;1;1;1;102.6977017
649138;236;1;1;1;122.42582447
649139;236;1;1;1;118.47403345
649140;236;1;1;1;116.04787527
649141;236;1;1;1;99.453424756
649142;236;1;1;1;235.30487276
649143;236;1;1;1;177.8771819
649145;236;1;1;1;243.87648658
649146;236;1;1;1;63.774767432
649147;236;1;1;1;60.720919792
649148;236;1;1;1;67.770652854
649149;236;1;1;1;63.187349082
649150;236;1;1;1;94.840855891
649151;236;1;1;1;94.840855891
649152;236;1;1;1;59.500808791
649153;236;1;1;1;68.956506461
649154;236;1;1;1;52.439510645
649155;236;1;1;1;55.305265791
649156;236;1;1;1;71.126846291
649157;236;1;1;1;70.034266821
649158;236;1;1;1;85.808123805
649159;236;1;1;1;64.304314632
649160;236;1;1;1;102.81001615
649161;236;1;1;1;69.02511246
649162;236;1;1;1;86.711639672
649163;236;1;1;1;68.956506461
649164;236;1;1;1;38.943910373
649164;236;2;1;2;38.943910373
649165;236;1;1;1;235.30487276
649166;236;1;1;1;94.835795055
649167;236;1;1;1;102.02152039
649169;236;1;1;1;76.816993995
649170;236;1;1;1;71.150872761
649171;236;1;1;1;78.040475705
649172;236;1;1;1;454.70497644
649173;236;1;1;1;653.18007182
649174;236;1;1;1;575.02389473
649175;236;1;1;1;557.76093307
649176;236;1;1;1;499.38613761
649178;236;1;1;1;916.4000936
649180;236;1;1;1;568.38122054
649181;236;1;1;1;557.76093307
649182;236;1;1;1;454.70497644
649183;236;1;1;1;499.38613761
649184;236;1;1;1;672.18263492
649185;236;1;1;1;413.3681604
649186;236;1;1;1;584.31810079
649187;236;1;1;1;384.84160697
649188;236;1;1;1;640.50416483
649189;236;1;1;1;672.18263492
649190;236;1;1;1;516.25832397
649191;236;1;1;1;602.7912003
649192;236;1;1;1;413.3681604
649193;236;1;1;1;890.64275197
649194;236;1;1;1;413.3681604
649196;236;1;1;1;630.42452817
649199;236;1;1;1;85.953282456
649200;236;1;1;1;63.45790042
649201;236;1;1;1;54.091112396
649202;236;1;1;1;73.46287347
649203;236;1;1;1;93.558885458
649204;236;1;1;1;67.810877792
649205;236;1;1;1;83.44767918
649206;236;1;1;1;83.571172599
649207;236;1;1;1;74.068650358
649208;236;1;1;1;67.41803132
649209;236;1;1;1;101.09099458
649210;236;1;1;1;63.811014938
649211;236;1;1;1;89.902439043
649212;236;1;1;1;89.902439043
649213;236;1;1;1;91.828591838
649214;236;1;1;1;74.168065539
649215;236;1;1;1;87.435935261
649216;236;1;1;1;70.108519458
649217;236;1;1;1;79.721329102
649218;236;1;1;1;84.329169266
649219;236;1;1;1;91.675864863
649220;236;1;1;1;79.370922201
649221;236;1;1;1;91.1767756
649222;236;1;1;1;85.173865827
649223;236;1;1;1;79.451976049
649224;236;1;1;1;114.59483108
649225;236;1;1;1;112.3780488
649226;236;1;1;1;106.472466
649227;236;1;1;1;89.798516347
649228;236;1;1;1;84.27253915
649229;236;1;1;1;112.86910689
649230;236;1;1;1;95.704099151
649231;236;1;1;1;119.68991152
649232;236;1;1;1;111.1304036
649233;236;1;1;1;104.40151055
649234;236;1;1;1;102.65722576
649235;236;1;1;1;113.61421247
649236;236;1;1;1;102.39608019
649237;236;1;1;1;118.8592565
649238;236;1;1;1;89.890708427
649239;236;1;1;1;133.61267266
649240;236;1;1;1;113.5706304
649241;236;1;1;1;102.76437405
649243;236;1;1;1;133.71526849
649244;236;1;1;1;111.1080708
649245;236;1;1;1;102.39608019
649246;236;1;1;1;84.610533893
649247;236;1;1;1;70.108519458
649248;236;1;1;1;85.183387223
649249;236;1;1;1;86.957737296
649249;236;2;1;2;86.957737296
649249;236;3;1;3;86.957737296
649250;236;1;1;1;76.797060143
649251;236;1;1;1;98.523471198
649252;236;1;1;1;107.90250002
649253;236;1;1;1;95.18685063
649254;236;1;1;1;102.1686945
649255;236;1;1;1;120.78426815
649256;236;1;1;1;107.9910548
649257;236;1;1;1;120.55355755
649258;236;1;1;1;116.45319422
649259;236;1;1;1;79.996937648
649260;236;1;1;1;91.734841911
649261;236;1;1;1;79.753415959
649262;236;1;1;1;182.86004069
649263;236;1;1;1;70.227115958
649265;236;1;1;1;185.44862697
649266;236;1;1;1;96.700486347
649267;236;1;1;1;103.30716582
649268;236;1;1;1;115.42447749
649269;236;1;1;1;111.99665689
649270;236;1;1;1;113.18801738
649270;236;2;1;2;113.18801738
649271;236;1;1;1;103.13534797
649272;236;1;1;1;122.11622309
649273;236;1;1;1;156.46439846
649274;236;1;1;1;71.390137973
649275;236;1;1;1;115.68185944
649275;236;2;1;2;115.68185944
649276;236;1;1;1;95.654783164
649277;236;1;1;1;156.46439846
649278;236;1;1;1;136.86978035
649279;236;1;1;1;164.68778894
649280;236;1;1;1;104.12702432
649281;236;1;1;1;183.05912899
649282;236;1;1;1;56.64658671
649284;236;1;1;1;136.56924233
649285;236;1;1;1;66.101979604
649286;236;1;1;1;117.53725419
649286;236;2;1;2;117.53725419
649287;236;1;1;1;75.845285235
649289;236;1;1;1;104.22580992
649290;236;1;1;1;65.305796955
649291;236;1;1;1;59.888187274
649292;236;1;1;1;87.371016555
649293;236;1;1;1;91.828591838
649294;236;1;1;1;83.327231652
649295;236;1;1;1;82.762475051
649296;236;1;1;1;101.71631669
649297;236;1;1;1;71.871451079
649298;236;1;1;1;74.068650358
649299;236;1;1;1;84.329169266
649300;236;1;1;1;150.42967705
649301;236;1;1;1;134.85365856
649302;236;1;1;1;71.120181119
649303;236;1;1;1;92.710081924
